"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 07, 2005","110.00","110.00","110.00","110.00","4.81K","0.00%"
"Oct 06, 2005","110.00","109.00","110.00","108.70","35.71K","0.00%"
"Oct 05, 2005","110.00","108.00","110.00","108.00","117.30K","0.00%"
"Oct 04, 2005","110.00","109.40","110.00","109.40","130.00K","2.23%"
"Sep 30, 2005","107.60","109.70","109.70","107.60","7.06K","-0.37%"
"Sep 29, 2005","108.00","108.50","108.50","108.00","9.01K","0.00%"
"Sep 28, 2005","108.00","108.40","108.40","108.00","12.15K","0.00%"
"Sep 27, 2005","108.00","110.00","110.00","108.00","11.14K","-1.82%"
"Sep 26, 2005","110.00","107.50","110.00","107.50","68.02K","2.33%"
"Sep 23, 2005","107.50","110.50","110.50","107.50","61.22K","-0.83%"
"Sep 21, 2005","108.40","108.00","108.50","108.00","23.74K","0.37%"
"Sep 20, 2005","108.00","107.50","108.50","107.50","27.70K","0.47%"
"Sep 19, 2005","107.50","107.50","107.50","107.50","15.04K","-0.28%"
"Sep 16, 2005","107.80","108.50","108.50","107.80","8.47K","-0.19%"
"Sep 15, 2005","108.00","108.00","108.00","108.00","7.61K","0.19%"
"Sep 14, 2005","107.80","106.10","108.50","106.10","12.41K","-0.09%"
"Sep 13, 2005","107.90","108.00","108.30","105.70","16.68K","4.25%"
"Sep 12, 2005","103.50","104.00","104.00","103.50","3.22K","0.49%"
"Sep 09, 2005","103.00","105.50","105.60","103.00","63.00K","-3.29%"
"Sep 08, 2005","106.50","107.40","107.40","106.50","101.50K","-0.47%"
"Sep 07, 2005","107.00","109.00","109.00","107.00","5.75K","-1.38%"
"Sep 06, 2005","108.50","109.60","109.60","108.50","23.85K","-0.91%"
"Sep 05, 2005","109.50","108.00","109.50","108.00","6.26K","0.92%"
"Sep 02, 2005","108.50","108.50","108.50","108.50","55.50K","0.00%"
"Sep 01, 2005","108.50","108.50","108.50","108.50","13.16K","0.00%"
"Aug 31, 2005","108.50","108.50","108.50","108.50","2.00K","0.00%"
